140   WQS   ['A', 'T', 'C', 'C', 'O', 'M', 'G', 'S', 'I', 'J', 'R', 'U', 'F', 'T', 'E', 'T', 'Q', 'K', 'H', 'P', 'L', 'E', 'C', 'X', 'C', 'Z']   6
140   WQS   ['A', 'T', 'C', 'C', 'O', 'M', 'G', 'S', 'I', 'M', 'R', 'U', 'J', 'T', 'E', 'T', 'Q', 'W', 'H', 'P', 'L', 'E', 'R', 'X', 'C', 'Z']   6
140   WQS   ['A', 'T', 'C', 'C', 'O', 'R', 'G', 'S', 'I', 'M', 'M', 'U', 'K', 'T', 'E', 'T', 'Q', 'F', 'H', 'P', 'L', 'E', 'R', 'X', 'C', 'Z']   6
140   WQS   ['A', 'T', 'C', 'C', 'O', 'R', 'G', 'S', 'I', 'M', 'M', 'U', 'N', 'M', 'E', 'T', 'Q', 'R', 'H', 'P', 'L', 'E', 'R', 'X', 'C', 'Z']   5
140   WQS   ['A', 'T', 'C', 'C', 'O', 'R', 'G', 'S', 'I', 'R', 'M', 'U', 'W', 'M', 'E', 'T', 'Q', 'J', 'H', 'P', 'L', 'E', 'M', 'X', 'C', 'Z']   6
140   WYQ   ['X', 'Z', 'S', 'L', 'E', 'F', 'Q', 'O', 'I', 'J', 'K', 'D', 'M', 'N', 'H', 'P', 'G', 'R', 'C', 'T', 'U', 'V', 'W', 'A', 'Y', 'B']   6
142   IFJ   ['M', 'R', 'C', 'U', 'E', 'F', 'G', 'H', 'I', 'J', 'Q', 'L', 'A', 'X', 'T', 'P', 'K', 'B', 'S', 'O', 'D', 'V', 'W', 'N', 'Y', 'Z']   6
142   IFJ   ['R', 'M', 'C', 'U', 'E', 'F', 'G', 'H', 'I', 'J', 'Q', 'L', 'B', 'X', 'T', 'P', 'K', 'A', 'S', 'O', 'D', 'V', 'W', 'N', 'Y', 'Z']   6
142   IFJ   ['R', 'M', 'C', 'U', 'E', 'M', 'G', 'H', 'I', 'J', 'Q', 'L', 'F', 'X', 'T', 'P', 'K', 'Y', 'S', 'O', 'D', 'V', 'W', 'N', 'R', 'Z']   6
142   IFJ   ['R', 'M', 'C', 'U', 'E', 'M', 'G', 'H', 'I', 'J', 'Q', 'L', 'S', 'X', 'T', 'P', 'K', 'R', 'M', 'O', 'D', 'V', 'W', 'N', 'R', 'Z']   5
142   IFJ   ['R', 'M', 'C', 'U', 'E', 'R', 'G', 'H', 'I', 'J', 'Q', 'L', 'Y', 'X', 'T', 'P', 'K', 'F', 'M', 'O', 'D', 'V', 'W', 'N', 'M', 'Z']   6
142   IFJ   ['R', 'M', 'J', 'U', 'E', 'R', 'G', 'H', 'I', 'C', 'Q', 'L', 'S', 'X', 'T', 'P', 'K', 'R', 'M', 'Y', 'D', 'V', 'W', 'N', 'T', 'Z']   6
142   IFJ   ['R', 'M', 'V', 'U', 'E', 'R', 'G', 'H', 'I', 'C', 'Q', 'L', 'S', 'X', 'T', 'P', 'K', 'R', 'M', 'W', 'D', 'C', 'T', 'N', 'T', 'Z']   6
142   IFJ   ['R', 'M', 'W', 'U', 'E', 'R', 'G', 'H', 'I', 'C', 'Q', 'L', 'S', 'X', 'T', 'P', 'K', 'R', 'M', 'V', 'D', 'T', 'C', 'N', 'T', 'Z']   6
142   IFJ   ['R', 'M', 'Y', 'U', 'E', 'R', 'G', 'H', 'I', 'T', 'Q', 'L', 'S', 'X', 'T', 'P', 'K', 'R', 'M', 'J', 'D', 'T', 'C', 'N', 'C', 'Z']   6
142   KPO   ['M', 'P', 'C', 'D', 'E', 'Q', 'H', 'G', 'I', 'J', 'Z', 'L', 'A', 'N', 'O', 'B', 'F', 'R', 'S', 'T', 'V', 'U', 'W', 'X', 'Y', 'K']   6
142   KPO   ['M', 'P', 'C', 'D', 'Y', 'Q', 'H', 'G', 'I', 'J', 'Z', 'L', 'A', 'P', 'O', 'N', 'F', 'R', 'S', 'T', 'V', 'U', 'W', 'X', 'E', 'Z']   6
142   LZQ   ['M', 'B', 'C', 'D', 'E', 'T', 'U', 'H', 'K', 'J', 'I', 'L', 'A', 'N', 'O', 'P', 'Q', 'W', 'X', 'F', 'G', 'V', 'R', 'S', 'Y', 'Z']   6
142   LZQ   ['M', 'M', 'C', 'D', 'E', 'T', 'U', 'H', 'K', 'J', 'I', 'L', 'B', 'N', 'O', 'P', 'Q', 'R', 'X', 'F', 'G', 'V', 'R', 'S', 'Y', 'Z']   5
142   LZQ   ['M', 'M', 'C', 'M', 'E', 'T', 'U', 'H', 'K', 'R', 'I', 'L', 'D', 'N', 'O', 'P', 'Q', 'J', 'X', 'F', 'G', 'V', 'R', 'S', 'Y', 'Z']   6
142   LZQ   ['M', 'M', 'C', 'R', 'E', 'T', 'U', 'H', 'K', 'M', 'I', 'L', 'J', 'N', 'O', 'P', 'Q', 'D', 'X', 'F', 'G', 'V', 'R', 'S', 'Y', 'Z']   6
142   LZQ   ['R', 'M', 'C', 'R', 'E', 'T', 'U', 'H', 'K', 'M', 'I', 'L', 'W', 'N', 'O', 'P', 'Q', 'A', 'X', 'F', 'G', 'V', 'M', 'S', 'Y', 'Z']   6
142   LZQ   ['R', 'M', 'O', 'R', 'E', 'T', 'U', 'H', 'K', 'M', 'I', 'L', 'B', 'N', 'C', 'P', 'Q', 'R', 'X', 'V', 'G', 'T', 'M', 'S', 'Y', 'Z']   6
142   LZQ   ['R', 'M', 'V', 'R', 'E', 'T', 'U', 'H', 'K', 'M', 'I', 'L', 'B', 'N', 'T', 'P', 'Q', 'R', 'X', 'O', 'G', 'C', 'M', 'S', 'Y', 'Z']   6
143   BVO   ['A', 'B', 'E', 'X', 'C', 'F', 'G', 'H', 'J', 'I', 'K', 'L', 'U', 'N', 'O', 'P', 'R', 'Q', 'S', 'Y', 'M', 'V', 'W', 'D', 'T', 'Z']   6
